rmUID,开始时间,结束时间,周期,省份,地市,厂家,网元版本,基站名称,小区名称（userlabel）,ECGI,R020_014,R030_001,R025_009,R020_019,R057_009,R090_020,R032_002,R030_003,R026_024,R090_046,R032_011,R020_020,R020_016,R019_026,R048_009,R030_007,R030_011,R090_024,R020_021,R003_020,R007_017,R030_006,R009_007,R019_025,R025_002,R090_035,R019_020,R020_025,R030_009,R030_020,R056_011,R007_058,R057_008,R025_001,R021_049,R090_023,R019_013,R048_003,R090_041,R030_016,R020_023,R009_002,R090_001,R033_010,R019_014,R019_015,R026_036,R004_001,R025_007,R030_008,R090_028,R050_001,R032_017,R008_057,R001_022,R019_018,R021_046,R009_006,R019_024,R095_001,R030_024,R001_017,R030_004,R079_002,R032_018,R090_002,R030_022,R001_014,R057_002,R007_003,R048_001,R021_050,R001_015,R090_021,R026_013,R008_017,R001_020,R030_021,R090_010,R021_051,R001_021,R030_023,R079_004,R009_005,R026_025,R032_016,R052_001,R019_028,R032_008,R030_010,R007_057,R048_007,R025_006,R056_002,R021_010,R020_027,R032_015,R030_017,R019_019,R019_021,R007_020,R008_020,R025_003,R019_023,R090_036,R090_034,R079_003,R007_006,R032_006,R020_015,R001_018,R026_035,R032_003,R032_012,R020_022,R026_037,R008_058,R083_011,R019_016,R090_013,R021_012,R001_016,R021_047,R026_043,R025_005,R090_044,R001_013,R009_008,R057_007,R009_004,R019_022,R048_006,R032_007,R030_019,R090_027,R091_001,R090_043,R019_017,R056_001,R060_001,R019_012,R020_029,R030_014,R026_023,R050_010,R048_002,R057_005,R090_033,R008_003,R048_008,R032_004,R090_045,R090_012,R032_001,R057_006,R090_042,R030_012,R019_029,R008_006,R030_005,R021_052,R025_004,R026_033,R020_031,R032_013,R057_001,R004_002,R001_019,R090_026,R030_018,R048_004,R032_005,R021_011,R020_018,R091_004,R026_034,R019_027,R020_030,R090_025,R032_014,R020_026,R020_017,R032_009,R026_042,R057_003,R025_008,R095_002,R021_048,R057_004,R056_010,R083_001,R030_015,R090_009,R032_010,R020_028,R048_005,R020_024,R033_019,R104_011,R105_011
1301HWWX2MMEA12ZA1 详见OMC系统北向接口数据规范-公共数据分册,YYYY-MM-DD HH:MM 例如：2015-01-28 17:00,YYYY-MM-DD HH:MM 例如：2015-01-28 17:15,15min,XX省,XX,XX,XX,XXX,XXX,例如：460-00-123456-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
