rmUID,开始时间,结束时间,周期,省份,地市,厂家,网元版本,网元设备名称,1907466048,1907466046,1907465308,1907465307,1907465280,1907466049,1907465281,1907466045,1907465344
1301HWWX2MMEA12ZA1 详见OMC系统北向接口数据规范-公共数据分册,YYYY-MM-DD HH:MM 例如：2015-01-28 17:00,YYYY-MM-DD HH:MM 例如：2015-01-28 17:15,15min,XX省,XX,XX,XXX,XXX,,,,,,,,,
